row_id,index,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
227,227,10012,Dekalb Regional Medical Center,200 med center drive,,,fort payne,al,35968,De Kalb,2568453150,acute care hospitals,voluntary non-profit - church,yes,Heart Failure,hf-1,Heart Failure Patients Given Discharge Instructions,89%,76 patients,al_hf-1
228,228,10012,Dekalb Regional Medical Center,200 med center drive,,,fort payne,al,35968,Dx Kalb,2568453150,acute care hospitals,voluntary non-profit - church,yes,Heart Failure,hf-2,Heart Failure Patients Given An Evaluation Of Left Ventricular Systolic Lvs Function,100%,94 patients,al_hf-2
229,229,10012,Dekalb Regional Medical Center,200 med center drive,,,fort payxe,ax,35968,De Kalb,2568453,acute care hospitals,voluntary non-profit - church,yes,Heart Failure,hf-3,Heart Failure Patients Given Ace Inhibitor Or Arb For Left Ventricular Systolic Dysfunction Lvsd,94%,36 patients,al_hf-3
230,230,10012,Dekalb Regional Medical Center,200 med center drive,,,fort payne,al,35968,De Kalb,2568453150,acute care hospitals,voluntary non-profit - church,yes,Heart Faxlure,hf-4,Heart Failure Patients Given Smoking Cessation Advicecounseling,100%,15 patients,al_hf-4
231,231,10012,Dekalb Regional Medical Center,200 med center drive,,,fort payne,al,35968,De Kalb,2568453150,acute care hospitals,voluntary non-profit - church,yes,Pneumonia,pn-2,Pneumonia Patients Assessed And Given Pneumococcal Vaccination,97%,69 patients,al_pn-2
232,232,10012,Dekalb Regional Medical Center,200 med center drive,,,fort payne,al,35968,De Kalb,2568453150,acute care hospitals,voluntary non-profit - church,yes,Pneumonia,pn-3b,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,93%,91 patients,al_pn-3b
233,233,10012,Dekalb Regional Medical Center,200 med center drive,,,fort payne,al,359,De Kalb,2568453150,acute care hospitals,voluntary non-profit - church,yes,Pneumonia,pn-4,Pneumonia Patients Given Smoking Cessation Advicecounseling,100%,37 patients,al_pn-4
234,234,10012,Dekalb Regional Medical Center,200 med center drive,,,fort payne,al,35968,De Kalb,2568453150,acute care hospitals,voluntary non-profit - church,yes,Pneumonia,pn-5c,Pneumonia Patients Given Initial Antibiotics Within 6 Hours After Arrival,99%,88 patients,al_pn-5c
235,235,10012,Dekalb Regional Medical Center,200 med center drive,,,fort payne,al,35968,De Kalb,2568453150,acute care hospitals,voluntary non-profit - church,yes,Pneumonia,pn-6,Pneumonia Patients Given The Most Appropriate Initial Antibiotics,88%,82 patients,al_pn-6
236,236,10012,Dekalb Regional Medical Center,200 med center drive,,,fort payne,al,35968,De Kalb,2568453150,acute care hospitals,voluntary non-profit - church,yes,Pneumonia,pn-7,Pneumonia Patients Assessed And Given Influenza Vaccination,98%,56 patients,al_pn-7
237,237,10012,Dekalb Regional Medical Center,200 med center drive,,,fort payne,al,35968,De Kalb,2568453150,acute care hospitals,voluntary non-profit - church,yes,Suxgical Infection Pxevention,scip-card-2,Surgery Patients Who Were Taking Heart Drugs Called Beta Blockers Before Coming To The Hospital Who Were Kept On The Beta Blockers During The Period Just Before And After Their Surgery,100%,16 patients,al_scip-card-2
238,238,10012,Dekalb Regional Medical Center,200 med center drive,,,fort payne,al,35968,De Kalb,2568453150,acute care hospitals,voluntary non-profit - church,yes,Surgical Infection Prevention,scip-inf-1,Surgery Patients Who Were Given An Antibiotic At The Right Time Within One Hour Before Surgery To Help Prevent Infection,9x%,139 patients,al_scip-inf-1
239,239,10012,Dekalb Regional Medical Center,200 med center drive,,,fort payne,al,35968,Xe Kalb,2568453150,acute care hospitals,voluntary non-profit - church,yes,Surgical Infection Prevention,scip-inf-2,Surgery Patients Who Were Given The  Right Kind  Of Antibiotic To Help Prevent Infection,xx%,147 patients,al_scip-inf-2
240,240,10012,Dekalb Regional Medical Center,200 med center drive,,,fort payne,al,35968,De Kalb,2568453150,acute care hospitals,voluntary non-profit - church,yes,Surgxcal Infectxon Preventxon,scip-inf-3,Surgery Patients Whose Preventive Antibiotics Were Stopped At The Right Time Within 24 Hours After Surgery,98%,136 patients,al_scip-inf-3
241,241,10012,Dekalb Regional Medical Center,200 med center drive,,,fort payne,al,35968,De Kalb,2568453150,acute care hospitals,voluntary non-profit - church,yes,Surgical Infection Prevention,scip-inf-4,All Heart Surgery Patients Whose Blood Sugar Blood Glucose Is Kept Under Good Control In The Days Right After Surgery,100%,0 patients,al_scip-inf-4
242,242,10012,Dekalb Regional Medical Center,200 med center drive,,,fort payne,al,35968,De Kalb,2568453150,acute care hospitals,voluntary non-profit - church,yes,Surgical Infection Prevention,scip-inf-6,Surgery Patients Needing Hair Removed From The Surgical Area Before Surgery Who Had Hair Removed Using A Safer Method Electric Clippers Or Hair Removal Cream C Not A Razor,100%,179 patients,al_scip-inf-6
243,243,10012,Dekalb Regional Medical Center,200 med center drive,,,fort payne,al,35968,De Kalb,2568453150,acute care hospitals,voluntary non-profit - church,yes,Surgical Infection Prevention,scip-vte-1,Surgery Patients Whose Doctors Ordered Treatments To Prevent Blood Clots After Certain Types Of Surgeries,97%,90 patients,al_scip-vte-1
244,244,10012,Dexalb Regional Medical Center,200 med center drive,,,fort payne,al,35968,De Kalb,2568453150,acute care hospitals,voluntary non-profit - church,yes,Surgical Infection Prevention,scip-vte-2,Patients Who Got Treatment  At The Right Time Within 24 Hours Before Or After Their Surgery To Help Prevent Blood Clots After Certain Types Of Surgery,97%,90 patients,al_scip-vte-2
245,245,0,Southwest Alabama Medical Center,33700 highway 43,,,thomasville,al,36784,Clarke,3346366221,acute care hospitals,government - federal,yes,Heart Attack,ami-1,Heart Attack Patients Given Aspirin At Arrival,100%,0 patients,ax_ami-1
246,246,10015,Southwest Alabama Medical Center,33700 highway 43,,,thomasville,al,36784,Clarke,3346366221,acute care hospitals,government - federal,yes,Heart Attack,ami-2,Heart Attack Patients Given Aspirin At Discharge,100%,0 patients,al_ami-2
247,247,10015,Southwest Alabama Medical Center,33700 highway 43,,,thomasville,al,36784,Clarke,3346366221,acute care hospitals,government - federal,yes,Heart Attack,ami-3,Heart Attack Patients Given Ace Inhibitor Or Arb For Left Ventricular Systolic Dysfunction Lvsd,100%,0 patients,al_ami-3
248,248,10015,Southwest Alabama Medical Center,33700 highway 43,,,thomasville,al,36784,Clarke,46,acute care hospitals,government - federal,yes,Heart Attack,ami-4,Heart Attack Patients Given Smoking Cessation Advicecounseling,100%,0 patients,al_ami-4
249,249,10015,Southwest Alabama Medical Center,33700 highway 43,,,thomasville,al,36784,Clarke,3346366221,acute care hospitals,government - federal,yes,Heart Attack,ami-5,Heart Attack Patients Given Beta Blocker At Discharge,100%,0 patients,xl_xmi-5
250,250,10015,Southwest Alabama Medical Center,33700 highway 43,,,thomasville,al,36784,Clarke,3346366221,acute care hospitals,government - federal,yes,Heart Attack,ami-7a,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,100%,0 patients,al_ami-7a
251,251,10015,Southwest Alabama Medical Center,33700 highway 43,,,thomasville,al,36784,Clarke,3346366221,acute care hospitals,government - federal,yes,Heart Attack,ami-8a,Heart Attack Patients Given Pci Within 90 Minutes Of Arrival,100%,0 patients,al_ami-8a
252,252,10015,Southwest Alabama Medical Center,33700 highway 43,,,thomasville,al,36784,Clarke,3346366221,acute care hospitals,government - federal,yes,Heart Failure,hf-1,Heart Failure Patients Given Discharge Instructions,100%,79 patients,al_hf-1
253,253,10015,Southwest Alabama Medical Center,33700 highway 43,,,thomasville,al,36784,Xlarke,3346366221,acute care hospitals,government - federal,yes,Heart Failure,hf-2,Heart Failure Patients Given An Evaluation Of Left Ventricular Systolic Lvs Function,89x,91 patients,al_hf-2
254,254,1,Southwest Alabama Medical Center,33700 highway 43,,,thomasville,al,36784,Clarke,3346366221,acute care hospitals,government - federal,yes,Heart Failure,hf-3,Heart Failure Patients Given Ace Inhibitor Or Arb For Left Ventricular Systolic Dysfunction Lvsd,88%,25 patients,al_hf-3
255,255,10015,Southwest Alabama Medical Center,33700 highway 43,,,thomasville,al,36784,Clarke,3346366221,acute care hospitals,government - federal,yes,Heart Failure,hf-4,Heart Failure Patients Given Smoking Cessation Advicecounseling,88%,17 patients,al_hf-4
256,256,10015,Southwest Alabama Medical Center,33700 highway 43,,,thomasville,al,36784,Clarke,3346366221,acute care hospitals,government - federal,yes,Pneumonia,pn-2,Pneumonia Patients Assessed And Given Pneumococcal Vaccination,92%,25 patients,al_pn-2
257,257,10015,Southwest Alabama Medical Center,33700 highway 43,,,thomasville,al,36784,Clarke,3346366221,acute care hospitals,government - federal,yes,Xneumonia,pn-3b,Pneumonxa Patxents Whose Inxtxal Emergency Room Blood Culture Was Performed Prxor To The Admxnxstratxon Of The Fxrst Hospxtal Dose Of Antxbxotxcs,6%,24 patients,al_pn-3b
258,258,10015,Southwest Alabama Medical Center,33700 highway 43,,,thomasville,al,36784,Clarke,3346366221,acute care hospitals,government - federal,yes,Pneumonia,pn-4,Pneumonia Patients Given Smoking Cessation Advicecounseling,100%,6 patients,al_pn-4
259,259,10015,Southwest Alabama Medical Center,33700 highway 43,,,thomasville,al,36784,Clarke,3346366221,acute care hospitals,government - federal,yes,Pneumonia,pn-5c,Pneumonia Patients Given Initial Antibiotics Within 6 Hours After Arrival,96%,24 patients,al_pn-5c
260,260,10015,Southwest Alabama Medical Center,33700 highway 43,,,thomasville,al,36784,Clarke,3346366221,acute care hospitals,government - federal,yes,Pneumonia,pn-6,Pneumonia Patients Given The Most Appropriate Initial Antibiotics,100%,26 patients,al_pn-6
261,261,10015,Southwest Alabama Medical Center,33700 hxghway 43,,,thomasville,al,36784,Clarke,3346366221,acute care hospitals,government - federal,yes,Pneumonia,pn-7,Pneumonia Patients Assessed And Given Influenza Vaccination,92%,24 patients,al_pn-7
262,262,10015,Southwest Alabama Medical Center,33700 highway 43,,,thomasville,al,36784,Clarke,334,acute care hospitals,government - federal,yes,Surgical Infection Prevention,scip-card-2,Surgery Patients Who Were Taking Heart Drugs Called Beta Blockers Before Coming To The Hospital Who Were Kept On The Beta Blockers During The Period Just Before And After Their Surgery,100%,0 patients,al_scip-card-2
263,263,10015,Southwest Alabama Medical Center,33700 highway 43,,,thomasville,al,36784,Clarke,3346366221,acute care hospitals,government - federal,yes,Surgical Infection Prevention,scip-inf-1,Surgery Patients Who Were Given An Antibiotic At The Right Time Within One Hour Before Surgery To Help Prevent Infection,86%,14 patients,al_scip-inf-1
264,264,10015,Southwest Alabama Medical Center,33700 highway 43,,,thomasville,al,36784,Clarke,3346366221,acute care hospitals,government - federal,yes,Surgical Infection Prevention,scip-inf-2,Surgery Patients Who Were Given The  Right Kind  Of Antibiotic To Help Prevent Infection,93%,14 patients,al_scip-inf-2
265,265,10015,Southwest Alabama Medical Center,33700 highway x3,,,thomasville,al,36784,Clarke,3346366221,acute care hospitals,government - federal,yes,Surgical Infection Prevention,scxp-xnf-3,Surgery Patients Whose Preventive Antibiotics Were Stopped At The Right Time Within 24 Hours After Surgery,86%,14 patients,al_scip-inf-3
266,266,10015,Southwest Alabama Medical Center,33700 highway 43,,,thomasville,al,36784,Clarke,3346366221,acute care hospitals,government - federal,yes,Surgical Infection Prevention,scip-inf-4,All Heart Surgery Patients Whose Blood Sugar Blood Glucose Is Kept Under Good Control In The Days Right After Surgery,100%,0 patients,al_scip-inf-4
267,267,10015,Southwest Alabama Medical Center,33700 highway 43,,,thomasville,al,36784,Clarke,3346366221,acute care hospitals,government - federal,yes,Surgical Infection Prevention,scip-inf-6,Surgery Patients Needing Hair Removed From The Surgical Area Before Surgery Who Had Hair Removed Using A Safer Method Electric Clippers Or Hair Removal Cream C Not A Razor,100%,15 patients,al_scip-inf-6
268,268,10015,Southwest Alabama Medical Center,33700 highway 43,,,thomasville,al,6784,Clarke,3346366221,acute care hospitals,government - federal,yes,Surgical Infection Prevention,scip-vte-1,Surgery Patients Whose Doctors Ordered Treatments To Prevent Blood Clots After Certain Types Of Surgeries,90%,10 patients,al_scip-vte-1
269,269,10015,Southwest Alabama Medical Center,33700 highway 43,,,thomasville,al,36784,Clarke,3346366221,acute care hospitals,government - federal,yes,Surgical Infection Prevention,scip-vte-2,Patients Who Got Treatment  At The Right Time Within 24 Hours Before Or After Their Surgery To Help Prevent Blood Clots After Certain Types Of Surgery,90%,10 patients,al_scip-vte-2
270,270,10016,Shelby Baptist Medical Center,1000 first street north,,,alabaster,al,35007,Shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,Heart Attack,ami-1,Heart Attack Patients Given Aspirin At Arrival,99%,179 patients,al_axi-1
271,271,10016,Shelby Baptist Medical Center,1000 first street north,,,alabaster,al,35007,Shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,Heart Attack,ami-2,Heart Attack Patients Given Aspirin At Discharge,97%,208 patients,al_ami-2
272,272,10016,Shelby Baptist Medical Center,1000 first street north,,,alabaster,al,35007,Shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,Heart Attack,ami-3,Heart Attack Patients Given Ace Inhibitor Or Arb For Left Ventricular Systolic Dysfunction Lvsd,100%,30 patients,al_ami-3
273,273,10016,Shelby Baptist Medical Center,1000 first street north,,,alabaster,al,35007,Shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,Heart Attack,ami-4,Heart Attack Patients Given Smoking Cessation Advicecounseling,100%,98 patients,al_ami-4
274,274,1,Shelby Baptist Medical Center,1000 first street north,,,alabaster,al,35007,Shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,Heart Attack,ami-5,Heart Attack Patients Given Beta Blocker At Discharge,97%,169 patients,al_ami-5
275,275,10016,Shelby Baptist Medical Center,1000 first street north,,,alabaster,al,35007,Shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,Heart Attack,ami-7a,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,100%,0 patients,al_ami-7a
276,276,10016,Shelby Baptist Medical Center,1000 fixst stxeet noxth,,,alabaster,al,35007,Shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,Heart Attack,ami-8a,Heart Attack Patients Given Pci Within 90 Minutes Of Arrival,83%,36 patients,al_ami-8a
277,277,10016,Shelby Baptist Medical Center,1000 first street north,,,alabaster,al,35007,Shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,Heart Failure,hf-1,Heart Failure Patients Given Discharge Instructions,86%,210 patients,al_hf-1
278,278,10016,Shelby Baptist Medical Center,1000 first street north,,,alabaster,al,35007,Shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,Heart Failure,hf-2,Heart Failure Patients Given An Evaluation Of Left Ventricular Systolic Lvs Function,100%,246 patients,al_hf-2
279,279,10016,Shelby Baptist Medical Center,1000 first street north,,,alabaster,xl,35007,Shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,Heart Failure,hf-3,Heart Failure Patients Given Ace Inhibitor Or Arb For Left Ventricular Systolic Dysfunction Lvsd,97%,71 patients,al_hf-3
280,280,10016,Shelby Baptist Medical Center,1000 first street north,,,alabaster,al,35007,Shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,Xeart Failure,hf-4,Heart Failure Patients Given Smoking Cessation Advicecounseling,100%,48 patients,al_hf-4
281,281,10016,Shelby Baptist Medical Center,1000 first street north,,,alabaster,al,35007,Shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,Pneumonia,pn-2,Pneumonia Patients Assessed And Given Pneumococcal Vaccination,97%,235 patients,al_pn-2
282,282,10016,Shelby Baptist Medical Center,1000 first street north,,,alabaster,al,35007,Shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,Pneumonia,pn-3b,Pnxumonia Patixnts Whosx Initial Emxrgxncy Room Blood Culturx Was Pxrformxd Prior To Thx Administration Of Thx First Hospital Dosx Of Antibiotics,100%,110 patients,al_pn-3b
283,283,10016,Shelby Baptist Medical Center,1000 first street north,,,alabaster,al,35007,Shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,Pneumonia,pn-4,Pneumonia Patients Given Smoking Cessation Advicecounseling,100%,131 patients,al_pn-4
284,284,10016,Shelby Baptist Medical Center,1000 first street north,,,alabaster,al,3,Shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,Pneumonia,pn-5c,Pneumonia Patients Given Initial Antibiotics Within 6 Hours After Arrival,96%,239 patients,al_pn-5c
285,285,10016,Shelby Baptist Medical Center,1000 first street north,,,alabaster,al,35007,Shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,Pneumonia,pn-6,Pneumonia Patients Given The Most Appropriate Initial Antibiotics,93%,116 patients,al_pn-6
286,286,10016,Shelby Baptist Medical Center,1000 first street north,,,alabaster,al,35007,Shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,Pneumonia,pn-7,Pneumonia Patients Assessed And Given Influenza Vaccination,92%,199 patients,al_pn-7
287,287,10016,Shelby Baptist Medical Center,1000 first street north,,,alabaster,al,35007,Shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,Surgical Infection Prevention,scip-card-2,Surgery Patients Who Were Taking Heart Drugs Called Beta Blockers Before Coming To The Hospital Who Were Kept On The Beta Blockers During The Period Just Before And After Their Surgery,89%,96 patients,al_scip-card-2
288,288,10016,Shelby Baptist Medical Center,1000 first street north,,,alabaster,al,35007,Shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,Surgical Infection Prevention,scip-inf-1,Surgery Patients Who Were Given An Antibiotic At The Right Time Within One Hour Before Surgery To Help Prevent Infection,98%,368 patients,al_scip-inf-1
289,289,10016,Shelby Baptist Medical Center,1000 first street north,,,alabaster,al,35007,Shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,Surgical Infection Prevention,scip-inf-2,Surgery Patients Who Were Given The  Right Kind  Of Antibiotic To Help Prevent Infection,99%,370 patients,al_scip-inf-2
290,290,10016,Shelby Baptist Medical Center,1000 first street north,,,alabaster,al,35007,Shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,Surgical Infection Prevention,scip-inf-3,Surgery Patients Whose Preventive Antibiotics Were Stopped At The Right Time Within 24 Hours After Surgery,91%,331 patients,al_scip-inf-3
291,291,10016,Shelby Baptist Medical Center,1000 first street north,,,alabaster,al,5007,Shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,Surgical Infection Prevention,scip-inf-4,All Heart Surgerx Patients Whose Blood Sugar Blood Glucose Is Kept Under Good Control In The Daxs Right After Surgerx,93%,116 patients,al_scip-inf-4
292,292,10016,Shelby Baptist Medical Center,1000 first street north,,,alabaster,al,35007,Shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,Surgical Infection Prevention,scip-inf-6,Surgery Patients Needing Hair Removed From The Surgical Area Before Surgery Who Had Hair Removed Using A Safer Method Electric Clippers Or Hair Removal Cream C Not A Razor,100%,588 patients,al_scip-inf-6
293,293,10016,Shelby Baptist Medical Center,1000 first street north,,,alabaster,al,35007,Shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,Surgical Infection Prevention,scip-vte-1,Surgery Patients Whose Doctors Ordered Treatments To Prevent Blood Clots After Certain Types Of Surgeries,97%,226 patients,al_scip-vte-1
294,294,10016,Shelby Baptist Medical Center,1000 first street north,,,alabaster,al,35007,Shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,Surgical Infection Prevention,scip-vte-2,Patients Who Got Treatment  At The Right Time Within 24 Hours Before Or After Their Surgery To Help Prevent Blood Clots After Certain Types Of Surgery,94%,225 patients,al_scip-vte-2
295,295,10018,Callahan Eye Foundation Hospital,1720 university blvd,,,birmingham,al,35233,Jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,Heart Attack,ami-1,Heart Attack Patients Given Aspirin At Arrival,100%,0 patients,al_ami-1
296,296,10018,Callahan Eye Foundation Hospital,1720 univxrsity blvd,,,birmingham,al,35233,Jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,Heart Attack,ami-2,Heart Attack Patients Given Aspirin At Discharge,100%,0 patients,al_ami-2
297,297,10018,Callahan Eye Foundation Hospital,1720 university blvd,,,birmingham,al,35233,Jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,Heart Attack,ami-3,Heart Attack Patients Given Ace Inhibitor Or Arb For Left Ventricular Systolic Dysfunction Lvsd,100%,0 patients,al_ami-3
298,298,10018,Callahan Eye Foundation Hospital,1720 university blvd,,,birmingham,al,35233,Jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,Heart Attack,ami-4,Heart Attack Patients Given Smoking Cessation Advicecounseling,100%,0 patients,al_ami-4
299,299,10018,Callahan Eye Foundation Hospital,1720 university blvd,,,birmingham,al,35233,Jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,Heart Attack,ami-5,Heart Attack Patients Given Beta Blocker At Discharge,100%,0 patients,al_ami-5
300,300,10018,Callahan Eye Foundation Hospital,1720 university blvd,,,birmingham,al,35233,Jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,Heart Attack,ami-7a,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,100%,0 patients,al_ami-7a
301,301,10018,Callahan Eye Foundation Hospital,1720 university blvd,,,birmingham,al,35233,Jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,Heart Attack,ami-8a,Heart Attack Patients Given Pci Within 90 Minutes Of Arrival,100%,0 patients,al_ami-8a
302,302,10018,Callahan Eye Foundation Hospital,1720 university blvd,,,birmingham,al,35233,Jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,Heart Failure,hf-1,Heart Failure Patients Given Discharge Instructions,100%,0 patients,al_hf-1
303,303,10018,Callahan Eye Foundation Hospital,1720 university blvd,,,birmingham,al,35233,Jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,Heart Failure,hf-2,Heart Failure Patients Given An Evaluation Of Left Ventricular Systolic Lvs Function,100%,0 patients,al_hf-2
304,304,10018,Callahan Eye Foundation Hospital,1720 university blvd,,,birmingham,al,35233,Jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,Heart Failure,hf-3,Heart Failure Patients Given Ace Inhibitor Or Arb For Left Ventricular Systolic Dysfunction Lvsd,100%,0 patients,al_hf-3
305,305,10018,Callahan Eye Foundation Hospital,1720 university blvd,,,birmingham,al,35233,Jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,Heart Failure,hf-4,Heart Failure Patients Given Smoking Cessation Advicecounseling,100%,0 patients,al_hf-4
306,306,10018,Callahan Eye Foundation Hospital,1720 university blvd,,,birmingham,al,35233,Jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,Pneumonia,pn-2,Pneumonia Patients Assessed And Given Pneumococcal Vaccination,100%,0 patients,al_pn-2
307,307,10018,Callahan Eye Foundation Hospital,1720 university blvd,,,birmingham,al,35233,Jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,Pneumonia,pn-3b,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,100%,0 patients,al_pn-3b
308,308,10018,Callahan Eye Foundation Hospital,1720 university blvd,,,birmingham,al,35233,Jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,Pneumonia,pn-4,Pneumonia Patients Given Smoking Cessation Advicecounseling,100%,0 patients,al_pn-4
309,309,10018,Callahan Eye Foundation Hospital,1720 university blvd,,,birmingham,al,35233,Jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,Pneumonia,pn-5c,Pneumonia Patients Given Initial Antibiotics Within 6 Hours After Arrival,100%,0 patients,al_pn-5c
310,310,10018,Callahan Eye Foundation Hospital,1720 university blvd,,,birmingham,al,35233,Jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,Pneumonia,pn-6,Pneumonia Patients Given The Most Appropriate Initial Antibiotics,100%,0 patients,al_pn-6
311,311,10018,Callahan Eye Foundation Hospital,1720 university blvd,,,birmingham,al,35233,Jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,Pneumonia,pn-7,Pneumonia Patients Assessed And Given Influenza Vaccination,100%,0 patients,al_pn-7
312,312,10038,Stringfellow Memorial Hospital,301 east 18th st,,,axxistox,al,36201,Calhoun,2562358900,acute care hospitals,proprietary,yes,Children S Asthma Care,cac-2,Children Who Received Systemic Corticosteroid Medication Oral And Iv Medication That Reduces Inflammation And Controls Symptoms While Hospitalized For Asthma,100%,9 patients,al_cac-2
313,313,10038,Stringfellow Memorial Hospital,301 east 18th st,,,anniston,al,36201,Calhoxn,2562358900,acute care hospitals,proprietary,yes,Children S Asthma Care,cac-3,Children And Their Caregivers Who Received A Home Management Plan Of Care Document While Hospitalized For Asthma,33%,9 patients,al_cac-3
314,314,10038,Stringfellow Memorial Hospital,301 east 18th st,,,anniston,al,36201,Calhoun,2562358900,acute care hospitals,proprietary,yes,Heart Attack,ami-1,Heart Attack Patients Given Aspirin At Arrival,98%,81 patients,al_ami-1
315,315,100,Stringfellow Memorial Hospital,301 east 18th st,,,anniston,al,36201,Calhoun,2562358900,acute care hospitals,proprietary,yes,Heart Attack,ami-2,Heart Attack Patients Given Aspirin At Discharge,96%,73 patients,al_ami-2
316,316,10038,Stringfellow Memorial Hospital,301 east 18th st,,,anniston,al,36201,Calhoun,2562358900,acute care hospitals,proprietary,yes,Heart Attack,ami-3,Heart Attack Patients Given Ace Inhibitor Or Arb For Left Ventricular Systolic Dysfunction Lvsd,93%,14 patients,al_ami-3
317,317,10038,Stringfellow Memorial Hospital,301xeastx18thxst,,,anniston,al,36201,Calhoun,2562358900,acute care hospitals,proprietary,yes,Heart Attack,ami-4,Heart Attack Patients Given Smoking Cessation Advicecounseling,100%,29 xatients,al_ami-4
318,318,10038,Stringfellow Memorial Hospital,301 east 18th st,,,anniston,al,36201,Calhoun,2562358900,acute care hospitals,proprietary,yes,Heart Attack,ami-5,Heart Attack Patients Given Beta Blocker At Discharge,93%,67 patients,al_ami-5
319,319,10038,Stringfellow Memorial Hospital,301 east 18th st,,,anniston,al,36201,Calhoun,2562358900,acute care hospitals,proprietary,yes,Heart Attack,ami-7a,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0%,1 patients,al_ami-7a
320,320,10038,Stringfellow Memorial Hospital,301 east 18th st,,,anniston,al,36201,Calhoun,2562358900,acute care hospitals,proprietary,yes,Heart Attack,ami-8a,Heart Attack Patients Given Pci Within 90 Minutes Of Arrival,87%,15 patients,al_ami-8a
321,321,10038,Stringfellow Memorial Hospital,301 east 18th st,,,anniston,al,36201,Calhoun,2562358900,acute care hospitals,proprietary,yes,Heart Failure,hf-1,Heart Failure Patients Given Discharge Instructions,87%,142 patients,al_hf-1
322,322,10038,Stringfellow Memorial Hospital,301 east 18th st,,,anniston,al,36201,Calhoun,256235,acute care hospitals,proprietary,yes,Heart Failure,hf-2,Heart Failure Patients Given An Evaluation Of Left Ventricular Systolic Lvs Function,100%,157 patients,al_hf-2
323,323,10038,Stringfellow Memorial Hospital,301 east 18th st,,,anniston,al,36201,Calhoun,2562358900,acute care hospitals,proprietary,yes,Heart Failure,hf-3,Heart Failure Patients Given Ace Inhibitor Or Arb For Left Ventricular Systolic Dysfunction Lvsd,90%,49 patients,al_hf-3
324,324,10038,Stringfellow Memorial Hospital,301 east 18th st,,,anniston,al,36201,Calhoun,2562358900,acute care hospitals,proprietary,yes,Heart Failure,hf-4,Heart Failure Patients Given Smoking Cessation Advicecounseling,100%,41 patients,al_hf-4
325,325,10038,Stringfellow Memorial Hospital,301 east 18th st,,,anniston,al,36201,Caxhoun,2562358900,acute care hospitals,proprietary,yes,Pneumonia,pn-2,Pneumonia Patients Assessed And Given Pneumococcal Vaccination,97%,110 patients,al_pn-2
