row_id,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
3962,Resort Hotel,0,103,2016,February,7,10,0,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,E,E,0,NO DEPosit,240.0,,0,Transient,61.2,1,0,Check-Out,2016-02-12
3963,Resort Hotel,0,103,2016,February,7,10,0,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,67.2,1,1,Check-Out,"February 13, 2016"
3964,Resort Hotel,1,39,2016,February,7,10,1,4,2kg,unknown,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,NO DEPOSIt,6.0,,0,Transient,55.0,0,0,Canceled,2016-01-27
3965,Resort Hotel,1,3€9,2016,February,7,10,1,4,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit, ,,0,Transient,55.0,0,1,Canceled,2016-01-27
3966,Resort Hotel,0,103,2016,February,7,10,2,4,1S,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,35.1,0,0,Check-Out,2016-02-16
3967,Resort Hotel,1,7,2016,February,7,11,0,1,2,0.0,0, ,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,,0,Transient,30.0,0,0,Canceled,2016-02-04
3968,Resort Hotel,1,64,2016,February,7,11,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,15.0,,0,Transient,29.0,0,0,Canceled,"December 30, 2015"
3969,Resort Hotel,1,64,2016,February,7,11,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,15.0,,0,Transient,29.0,0,0,Canceled,2015-12-30
3970,Resort Hotel,1,64,2016,February,7,11,1,3,2O,,0,BB,unknown,unknown,TA/TO,0,0,0,A,A,0,Non Refund,N/A,,0,Transient,29.0,0,0,Canceled,30/12/2015
3971,Resort Hotel,1,64,2016,February,7,11,1,3,1S,NA,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,15.0,,0,Transient,0.0,0,0,Canceled,30-Dec-2015
3972,Resort Hotel,1,64,2016,February,7,11,1,3,2,,0,,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund, ,,0,Tranisent,29.0,0,0,Canceled,2015-12-30
3973,Resort Hotel,1,64,2016,February,7,11,1,3,2O,0.0,0,BB,PRT,,TA/TO,0,0,0,A,A,0,Non Refund, ,,0,Transient,29.0,0,0,Canceled,2015-12-30
3974,Resort Hotel,1,64O,2016,February,7,11,1,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,15.0,,0,Transient,25.0,0,0,Canceled,2015-12-30
3975,Resort Hotel,1,27,2016,February,7,11,0,3,3,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,1,No Deposit,240.0,,0,Transient,118.0,0,1,No-Show,2016-02-11
3976,Resort Hotel,1,64,2016,February,7,11,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,unknown,,0,Transient,29.0,0,0,Canceled,2015-12-30
3977,Resort Hotel,1,64,2016,February,7,11,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,15.0,,0,Transient,29.0,0,0,Canceled,2015/12/30
3978,Resort Hotel,1,64,2016,February,7,11,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,15.0,,0,Transient,29.0,0,0,Canceled,2015-12-30
3979,Resort Hotel,1,64,2016,February,7,11,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,15.0,,0,Transinet,29.0,0,0,Canceled,2015-12-30
3980,Resort Hotel,1,64,2016,February,7,11,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,15.0,,0,Transient,29.0,0,0,Canceled,30-Dec-2015
3981,Resort Hotel,1,64,2016,February,7,11,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,NON Refund,15.0,,0,Transient,29.0,0,0,Canceled,2015-12-30
3982,Resort Hotel,1,64,2016,February,7,11,1,3,2, ,0,NA,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,15.0,,0,Transient,29.0,0,0,Canceled,2015-12-30
3983,Resort Hotel,0,230,2016,February,7,11,2,3,2,,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,314.0,,0,Transient,46.8,0,0,Check-Out,2016-02-16
3984,Resort Hotel,1,0,2016,February,7,11,2,3,2€,unknown,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,314.0,,5954,Transient,40.32,0,0,Canceled,2016-02-11
3985,Resort Hotel,1,6l4,2016,February,7,11,1,3,2,0.0,0,,PRT,Groups,TA/TO,0,0,0,A,A,0,  Non Refund ,15.0,,0,Transient,29.0,0,0,Canceled,2015-12-30
3986,Resort oHtel,1,64,2016,February,7,11,1,3,1,0.0,0,BB,N/A,Groups,TA/TO,0,0,0,A,A,0,Non Refund,15.0,,0,Transient,25.0,0,0,Canceled,30-Dec-2015
3987,Resort Hotel,1,2,2016,February,7,12,0,1,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,6.0,,0,Transient,49.95,0,1,No-Show,2016-02-12
3988,Resort Hotel,1,88,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,68.0,0,0,Canceled,05/02/2016
3989,Resort Hotel,1,111,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,70.0,0,0,Canceled,01/26/2016
3990,Resort Hotel,1,111,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refnud,38.0,,0,Transient,70.0,0,0,Canceled,2016-01-26
3991,Resort Hotel,1,111,2016,February,7,12,0,2,2,0.0,0,FB,PRT,,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,70.0,0,0,Canceled,2016-01-26
3992,Resort Hotel,0,112,2016,February,7,12,0,2,2,0.0,0,Undefined,ESP,unknown,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,70.0,0,0,Check-Out,2016-02-14
3993,Resort Hotel,0,112,2016,February,7,12,0,2,3,N/A,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,C,1,No Deposit,134.0,,0,Transient-Party,94.5,0,0,Check-Out,2016-02-14
3994,Resort Hotel,0,1j12,2016,February,7,12,0,2,1,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,1,No Deposit,134.0,,0,Transient-Party,55.0,0,0,Check-Out,2016-02-14
3995,Resor tHotel,1,112,2016,February,7,12,0,2,2,0.0,0,FB,N/A,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,68.0,0,0,Canceled,02/05/2016
3996,Resort Hotel,1,112,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,68.0,0,0,Canceled,2016-02-05
3997,Resort Hotel,1,11€2,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,68.0,0,0,Canceled,2016-02-05
3998,Resort Hotel,1,140,2016,February,7,12,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,50.0,0,0,Canceled,11-Dec-2015
3999,RESORT hotel,1,140,2016,February,7,12,0,2,2,0.0,0,HB, ,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,50.0,0,0,Canceled,1449792000
4000,Resort Hotel,1,14€0,2016,February,7,12,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,50.0,0,0,Canceled,2015-12-11
4001,Resort Hotel,1,111,2016,February,7,12,0,2,2j,NA,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,70.0,0,0,Canceled,2016-01-26
4002,Resort Hotel,1,111,2016,February,7,12,0,2,2,,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,70.0,0,0,Canceled,2016-01-26
4003,  Resort Hotel ,1,111,2016,February,7,12,0,2,2,0.0,0,FB,,Groups,TA/TO,0,0,0,A,A,0,  Non Refund ,38.0,,0,Transient,70.0,0,0,Canceled,"January 26, 2016"
4004,Resort Hotel,0,112,2016,February,7,12,0,2,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,70.0,0,0,Check-Out,2016-02-14
4005,Resort Hotel,0,112,2016,February,7,12,0,2,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,70.0,0,0,Check-Out,2016-02-14
4006,Resort Hotel,0,112,2016,February,7,12,0,2,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,70.0,0,0,Check-Out,2016-02-14
4007,Resort Hotel,1,112,2016,February,7,12,0,2,2,0.0,0,FB, ,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,68.0,0,0,Canceled,2016/02/05
4008,Resort Hotel,1,112,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,N/A,,0,Transient-Party,68.0,0,0,Canceled,2016-02-05
4009,Resort Hotel,1,112,2016,February,7,12,0,2,2,0.0,0,,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,unknown,,0,Transient-Party,68.0,0,0,Canceled,2016-02-05
4010,Resort Hotel,1,112,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,8446,Transient-Party,68.0,0,0,Canceled,2016-02-05
4011,Resort Hotel,1,35,2016,February,7,12,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit, ,,0,Transient,48.0,0,1,Canceled,2016-01-20
4012,Resort Hotel,1,140,2016,February,7,12,0,2,2,,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,TRAnsient,50.0,0,0,Canceled,2015-12-11
4013,Resort Hotel,1,140,2016,February,7,12,0,2,2S,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,50.0,0,0,Canceled,2015/12/11
4014,Resort Hotel,1,140,2016,February,7,12,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,50.0,0,0,Canceled,2015-12-11
4015,Resort Hotel,1,111,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,70.0,0,0,Canceled,2016-01-26
4016,Resort Hotel,1,111,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,70.0,0,0,Canceled,2016-01-26
4017,ResortHotel,1,111,2016,February,7,12,0,2,2,0.0,0,FB,,Groups,TA/TO,0,0,0,A,A,0,Non Refunnd,38.0,,0,Transient,70.0,0,0,Canceled,1453766400
4018,Resort Hotel,1,111,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,  Non Refund ,38.0,,0,Transient,70.0,0,0,Canceled,2016-01-26
4019,Resort Hotel,0,112,2016,February,7,12,0,2,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,NA,,0,Transient-Party,70.0,0,0,Check-Out,2016-02-14
4020,Resort Hotel,0,112,2016,February,7,12,0,2,2,N/A,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,70.0,0,0,Check-Out,2016-02-14
4021,Resort Hotel,0,112,2016,February,7,12,0,2,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,70.0,0,0,Check-Out,2016-02-14
4022,Resort Hotel,1,112,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,68.0,0,0,Canceled,2016-02-10
4023,Resort Hotel,1,112,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,68.0,0,0,Canceled,2016-02-10
4024,Resort Hotel,1,112,2016,February,7,12,0,2,2, ,0, ,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,68.0,0,0,Canceled,2016-02-05
4025,Resort Hotel,1,112,2016,February,7,12,0,2,2O,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,68.0,0,0,Canceled,2016-02-05
4026,Resort Hotel,1,112,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Depoit,134.0,,0,Transient-Party,68.0,0,0,Canceled,2016-02-05
4027,Resort Hotel,1,140,2016,February,7,12,0,709,2,0.0,0,unknown,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,50.0,0,0,Canceled,2015-12-11
4028,Resort Hotel,1,140,2016,February,7,12,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund, ,,5409,Transient,50.0,0,0,Canceled,2015-12-11
4029,Resort Hotel,1,140,2016,February,7,12,0,2,2B,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,50.0,0,0,Canceled,2015-12-11
4030,Resort Hotel,1,140,2016,February,7,12,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,50.0,0,0,Canceled,2015-12-11
4031,Resort Hotel,1,140,2016,February,7,12,0,2,2,NA,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,50.0,0,0,Canceled,2015-12-11
4032,Resort Hotel,0,112,2016,February,7,12,0,2,2,,0, ,ESP,Groups,TA/TO,0,0,0,A,A,0,  No Deposit ,134.0,,0,Transient-Party,70.0,0,0,Check-Out,2016-02-14
4033,RESORT HOTEl,0,112,2016,February,7,12,0,2,2,0.0,0,Undefined,unknown,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,70.0,0,0,Check-Out,02/14/2016
4034,Resort Hotel,0,112,2016,February,7,12,0,2,1,0.0,0,Undefined,ESP,N/A,TA/TO,0,0,0,A,A,1,No Deposit,134.0,,0,Transient-Party,0.0,0,0,Check-Out,2016/02/14
4035,Resort Hotel,1,112,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,68.0,0,0,Canceled,2016-02-10
4036,Resort Hotel,1,112O,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,68.0,0,0,Canceled,2016-02-05
4037,Resort Hotel,1,112,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,68.0,0,0,Canceled,2016-02-05
4038,Resort Hotel,1,112,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Trnsient-Party,68.0,0,0,Canceled,2016-02-05
4039,Resort Hotel,1,111,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,70.0,0,0,Canceled,2016-01-26
4040,Resort Hotel,1,111,2016,February,7,12,0,2,2,,0,FB,PRT, ,TA/TO,0,0,0,A,A,0,NonRefund,38.0,,0,Transiennt,70.0,0,0,Canceled,"January 26, 2016"
4041,Resort Hotel,1,111,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,70.0,0,0,Canceled,2016-01-26
4042,Resort Hotel,1,88,2016,February,7,12,0,2,2B,0.0,42,FB,PRT, ,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,68.0,0,0,Canceled,2016-02-05
4043,Resort Hotel,1,140,2016,February,7,12,0,2,2,0.0,0,HB,PRT,N/A,TA/TO,0,0,0,A,A,0,Non eRfund,,,0,Transient,50.0,0,0,Canceled,2015-12-11
4044,Resort Hotel,1,140,2016,February,7,12,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,50.0,0,0,Canceled,2015-12-11
4045,Resort Hotel,1,140,2016,February,7,12,0,2,2,0.0,0,HB,PRT,,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,50.0,0,0,Canceled,2015-12-11
4046,Resort Hotel,1,140,2016,February,7,12,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,50.0,0,0,Canceled,2015-12-11
4047,Resort Hotel,1,140,2016,February,7,12,0,2,2j,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non  Refund,,,0,Transient,50.0,0,0,Canceled,2015-12-11
4048,Resort Hotel,1,11B1,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,70.0,0,0,Canceled,2016-01-26
4049,Resort Hotel,1,111,2016,February,7,12,0,2,2,0.0,0,FB,,Groups,TA/TO,0,0,0,A,A,0,Non Refund, ,,0,Transient,70.0,0,0,Canceled,"January 26, 2016"
4050,Resort Hotel,1,111,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,70.0,0,0,Canceled,2016-01-26
4051,Resort Hotel,0,112,2016,February,7,12,0,2,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,N/A,,0,Transient-Party,70.0,0,0,Check-Out,2016-02-14
4052,Resort Hotel,0,112,2016,February,7,12,0,2,2,0.0,0,Undefined,ESP, ,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,70.0,0,0,Check-Out,2016-02-14
4053,Resort Hotel,1,112,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,68.0,0,0,Canceled,2016-02-05
4054,Resort Hotel,1,112,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,68.0,0,0,Canceled,2016-02-05
4055,Resort Hotel,1,112,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,68.0,0,0,Canceled,2016-02-05
4056,Resort Hotel,1,112,2016,February,7,12,0,2,2S,0.0,0,FB,PRT,,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,2538,Transient-Party,68.0,0,0,Canceled,2016-02-05
4057,Resort Hotel,1,112,2016,February,7,12,0,2,2,0.0,0,FB,PRT,unknown,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,68.0,0,0,Canceled,2016-02-05
4058,Resort Hotel,1,151,2016,February,7,12,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,32.4,0,1,Canceled,2016-02-02
4059,Resort Hotel,1,140,2016,February,7,12,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,unknown,,0,Transient,50.0,0,0,Canceled,2015-12-11
4060,Resort Hotel,1,140,2016,February,7,12,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,50.0,0,0,Canceled,2015-12-11
4061,Resort Hotel,1,140,2016,February,7,12,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,rTansient,50.0,0,0,Canceled,2015-12-11
4062,Resort Hotel,1,140,2016,February,7,12,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,50.0,0,0,Canceled,2015-12-11
4063,Resort Hotel,1,140,2016,February,7,12,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,50.0,0,0,Canceled,2015-12-11
4064,Resort Hotel,1,88,2016,February,7,12,0,2,2,,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,9993.6,0,0,Canceled,2016-02-05
4065,Resort Hotel,1,111,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,70.0,0,0,Canceled,2016-01-26
4066,Resort Hotel,1,111,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,70.0,0,0,Canceled,26-Jan-2016
4067,Resort Hotel,1,111,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,70.0,0,0,Canceled,2016-01-26
4068,Resort Hotel,0,112,2016,February,7,12,0,2,2,,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,70.0,0,0,Check-Out,2016-02-14
4069,Resort Hotel,0,112,2016,February,7,12,0,2,3,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,C,1,  No Deposit ,134.0,,0,  Transient-Party ,94.5,0,0,Check-Out,2016-02-14
4070,Resort Hotel,0,112l,2016,February,7,12,0,2,1,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,1,No Deposit,134.0,,0,Transient-Party,55.0,0,0,Check-Out,2016-02-14
4071,  Resort Hotel ,1,112,2016,February,7,12,0,2,2,0.0,0,FB,,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,68.0,0,0,Canceled,05-Feb-2016
4072,Resort Hotel,1,112,2016,February,7,12,0,2,2,0.0,20,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,  No Deposit ,134.0,,0,Transient-Party,68.0,0,0,Canceled,2016-02-05
4073,Resort Hotel,1,112,2016,February,7,12,0,2,2,N/A,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Paryt,68.0,0,0,Canceled,2016-02-05
4074,Resort Hotel,1,140,2016,February,7,12,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,50.0,0,0,Canceled,2015-12-11
4075,Resort Hotel,1,140,2016,February,7,12,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,50.0,0,0,Canceled,2015-12-11
4076,ResortHotel,1,25,2016,February,7,12,0,2,2O,NA,0,HB,unknown,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,98.0,0,1,Canceled,28-Jan-2016
4077,Resort Hotel,1,111,2016,February,7,12,0,2,2,,0,,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,70.0,0,0,Canceled,2016-01-26
4078,Resort Hootel,1,1j11,2016,February,7,12,0,2,2,0.0,0,FB,NA,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,70.0,0,0,Canceled,01/26/2016
4079,Resort Hotel,1,111,2016,February,7,12,0,2,2,0.0,0,NA,PRT,N/A,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,70.0,0,0,Canceled,2016-01-26
4080,Resort Hotel,0,112,2016,February,7,12,0,2,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,70.0,0,0,Check-Out,2016-02-14
4081,Resort Hotel,0,112,2016,February,7,12,0,2,2,0.0,0,,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Traansient-Party,70.0,0,0,Check-Out,2016-02-14
4082,Resort Hotel,1,112,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,68.0,0,0,Canceled,2016-02-05
4083,Resort Hotel,1,11S2,2016,February,7,12,0,2,2,NA,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,68.0,0,0,Canceled,2016-02-05
4084,Resort Hotel,1,112,2016,February,7,12,0,2,2,0.0,0,unknown,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,68.0,0,0,Canceled,2016-02-05
4085,Resort Hotel,1,140,2016,February,7,12,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,50.0,0,0,Canceled,2015-12-11
4086,Resort Hotel,1,140,2016,February,7,12,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,50.0,0,0,Canceled,2015-12-11
4087,Resort Hotel,1,140,2016,February,7,12,0,2,2€,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,50.0,0,0,Canceled,2015-12-11
4088,Resort Hotel,1,88,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,68.0,0,0,Canceled,2016-02-05
4089,Resort Hotle,1,111,2016,February,7,12,0,2,2,0.0,0,FB, ,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,70.0,0,0,Canceled,01/26/2016
4090,Resort Hotel,1,111,2016,February,7,12,0,2,2,0.0,0,FB,PRT,unknown,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,70.0,0,0,Canceled,2016-01-26
4091,Resort Hotel,1,111,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,70.0,0,0,Canceled,2016-01-26
4092,Resort Hotel,0,112,2016,February,7,12,0,464,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient,70.0,0,0,Check-Out,2016-02-14
4093,Resort Hotel,0,112,2016,February,7,12,0,2,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,70.0,0,0,Check-Out,2016-02-14
4094,Resort Hotel,0,112B,2016,February,7,12,0,2,3€,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,C,1,No Deposit,134.0,,0,Transient-Party,94.5,0,0,Check-Out,2016-02-14
